Subject_ID,Question,Answer,Age,Sex
s306,5. Who is the first person you are going to hug when lockdown is over?,Ms Brandt,6.5,m
s306,6. Where is the first place you want to go?,The car show in Hastings,6.5,m
s306,7. What do you think we can do to get rid of the Coronavirus?,Keep washing our hands & wearing a mask,6.5,m
s306,8. Is mommy or daddy a good substitute teacher?,Daddy is,6.5,m
s306,9. How did the Coronavirus start?,Someone coughed in someone’s face,6.5,m
s306,"10. If you had to wear protective clothing to help protect you, what would it be?",One of the nerf masks & a protective suit & gloves,6.5,m
s306,11. Are you enjoying lockdown?,Yeah I like it but I don’t like that we can’t play with people,6.5,m
s307,1. What is Coronavirus,It’s a sickness,6.5,f
s307,2. Who is the president,Captain America,6.5,f
s307,3. How many days have we been in lockdown,16,6.5,f
s307,4. Do you want to go back to school,Hmmmmm a little,6.5,f
s307,5. Who is the first person you are going to hug when lockdown is over,Claire,6.5,f
s307,6. Where is the first place you want to go,Chicago,6.5,f
s307,7. What do you think we can do to get rid of the Coronavirus,Say I’m sorry for being mean to the Corona and get medicine so we don’t get the sickness again.,6.5,f
s307,8. Is mom a good teacher,Yes!,6.5,f
s307,9. How did the Coronavirus start,A couple months ago,6.5,f
s307,10. If you had to wear protective clothing to help you what would it be,Lots of sweaters and a mask and gloves,6.5,f
s307,11. Are you enjoying the lockdown,Yup! Cause I like staying home,6.5,f
s307,12. Are you scared of the Coronavirus,Yes!,6.5,f
s307,13. Do you think you could get the Corona virus,"No. If I get it, I’ll scream to make it go away",6.5,f
s308,1. What is the Coronavirus?,"It’s a virus, bad virus.",6.5,m
s308,2. How many days have we been in lockdown?,"Colton: Tornado, lockdown?",6.5,m
s308,3. Do you want to go back to school?,No.,6.5,m
s308,4. Who is the first person you are going to hug when lockdown is over?,My friend Adeline.,6.5,m
s308,5. Where is the first place you want to go after lockdown?,Adeline & Toby’s.,6.5,m
s308,6. What do you think we can do to get rid of the virus?,Colton: Fart in people’s face (with a smile & laugh),6.5,m
s308,7. Are Mommies good teachers?,VERY GOOD TEACHERSShe’s my guitar teacher & you’re my school teacher! (He hugged both of us!) best teachers in the world!,6.5,m
s308,8. How did the Coronavirus start?,"Easily, people got a virus and it keeps passing on, and passing.",6.5,m
s308,9. If you had to wear protective clothing to help you what would it be?,"Shorts, tank top, knee socks and extra socks",6.5,m
s308,10. Are you enjoying lockdown?,Super enjoying it! (Hugged me!) so I can tickle you whenever I want!!,6.5,m
s309,4. Do you want to go back to school?,Not really,6.5,m
s310,1. What is the Coronavirus?,A virus that infects your lungs.,7,m
s310,2. Who is the president?,Donald Trump,7,m
s310,3. How many days have we been in lockdown?,3 or 4 months... about 122 days (Fake timeline. Fake math.),7,m
s310,4. Do you want to go back to school?,After summer break.,7,m
s310,5. Who is the first person you are going to hug?,Jaxon.,7,m
s310,6. Where is the first place you want to go?,Great Wolf Lodge,7,m
s310,7. What do you think we can do to get rid of the Coronavirus?,Find a vaccine.,7,m
s310,8. Is mommy a good teacher?,Mm-hmmm.,7,m
s310,9. How did the Coronavirus start?,I have no idea.,7,m
s310,10. If you had to wear protective clothing to help you what would you wear?,A mask.,7,m
s310,11. Are you enjoying lockdown?,Sort of. I’m sad people are getting sick but 3 hour school days are the best thing ever.,7,m
s311,1. What is Coronavirus?,“A virus!”,7,f
s311,2. Who is the president?,“Donald Trunk.”,7,f
s311,3. How many days have we been in lockdown?,“99 days!”,7,f
s311,4. Do you want to go back to school?,“Yes!!!!!!!!!!!!!”,7,f
s311,5. Who is the first person you are going to hug when lockdown is over?,“Ms. Ybarra and my family!“,7,f
s311,6. Where is the first place you want to go?,“Catch Air and the pool!”,7,f
s311,7. What do you think we can do to make the coronavirus go away?,“Stay at home! .”,7,f
s311,8. Are Mama and Daddy a good teachers?,“Yes mam!”,7,f
s311,9. How did the Coronavirus start? “,By people getting the coronavirus??”,7,f
s311,"10. If you had to wear protective clothing to help you, what would it be?",“Armor or snow gear”,7,f
s311,11. Are you enjoying the lockdown?,“Ummm...a little bit!  I love being with my family but I miss other people.“,7,f
s311,12. What is the best thing about having to stay at home?,“I get to be with my family.”,7,f
s312,1. What is the Coronavirus, It kills you or you stay alive. It's like cancer.,7,m
s312,2. Who is the president, Donald Trump,7,m
s312,3. How many days have we been in lockdown,  It actually feels like 100 days but it actually is uh.................,7,m
s312,4. Do you want to go back to school/daycare, Oh yes I want ta,7,m
s312,5. Who is the first person you are going to hug when lockdown is over, My friends,7,m
s312,6. Where is the first place you want to go," ""The place you took me where the ferris wheel was, what was that place called",7,m
s312,7. What do you think we can do to get rid of the Coronavirus, Do some science,7,m
s312,8. Is mommy a good teacher, Yeah,7,m
s312,9. Are you enjoying the lockdown, I'm not enjoying it. The quarantine is not fun at all.,7,m
s312,10. Do you still like your mommy, Mmhmm,7,m
s313,1. What is the Coronavirus?,A: A bad virus,7,m
s313,2. Who is the president?,A: Donald Trump,7,m
s313,3. How many days have we been in lockdown?,A: I think....2 years.,7,m
s313,4. Do you want to go back to school?,A: no.,7,m
s313,5. Who is the first person you are going to hug when the virus is over?,A: Everyone.,7,m
s313,6. Where is the first place you want to go?,A: Disneyworld.,7,m
s313,7. What do you think we can do to get rid of the corona virus?,A. Picking up trash.,7,m
s313,8. Is mommy a good teacher?,A: Yeah.,7,m
s313,9. How did the Coronavirus start?,"A: In China, a girl ate an infected animal.",7,m
s313,"10. If you had to wear protective clothing to help you, what would it be?","A: Sweaters, pants and hats.",7,m
s313,11. Are you enjoying lockdown?,A: No because I can’t see my friends and family.,7,m
s313,12. What would you say to someone if they were having a hard time with this whole thing?,A: It’s ok. We can do this!,7,m
s314,1.What is the Coronavirus?,Sickness,7,f
s314,2. Who is the president?,Donald Trump,7,f
s314,3. How many days have we been in lockdown?,90,7,f
s314,4. Do you want to go back school?,Yes!,7,f
s314,5. Who is the first person you are going to hug when lockdown is over?,Sophia,7,f
s314,6. Where is the first place you want to go?,School,7,f
s314,7. What do you think we can do to get rid of the coronavirus ?,Pray,7,f
s314,8. Are mom and dad good teachers?,Yes.,7,f
s314,9. How did the Coronavirus start?,Because it was in China and then it came here.,7,f
s314,10. If you had to wear protective clothing to help you what would it be?,Gloves and a mask,7,f
s314,11. Are you enjoying lockdown?,No,7,f
s314,12. Who is your favorite person in the house you're quarantined with?,You.,7,f
s314,13. What is one thing you hope we all remember or that we keep doing when this is all over?,I don’t know.,7,f
s315,1. What is the Coronavirus?,"Stuffy nose, cough",7,m
s315,3. How long have we been in lockdown?,70 days,7,m
s315,4. Do you want to go back to school?,Yes because I miss Miss Nancy Osani,7,m
s315,5. Who is the first person you are going to hug when lockdown is over?,Jill Taylor,7,m
s315,6. Where is the first place you want to go?,Splash Lagoon,7,m
s315,7. What do you think we can do to get rid of the Coronavirus?,Be safe,7,m
s315,8. Is mommy a good teacher?,Yes,7,m
s315,9. How did the Coronavirus start?,I don’t know,7,m
s315,10. If you had to wear protective clothing to help you what would it be?,A suit,7,m
s315,11. Are you enjoying lockdown?,No. Because I’m bored,7,m
s316,1. What is the Coronavirus?,Jett - How am I supposed to know that?,7,m
s316,2. Who is the president?,Jett - Donald Trump,7,m
s316,3. How many days have we been in lockdown?,Jett - 2 years,7,m
s316,4. Do you want to go back to school?,Jett - Yes,7,m
s316,5. Who is the first person you are going to hug when lockdown is over?,Jett - Mom,7,m
s316,6. Where is the first place you want to go?,Jett - Canada,7,m
s316,7. What do you think we can do to get rid of the Coronavirus?,Jett - Make a medicine,7,m
s316,8. Is mommy a good teacher?,Jett- Yes,7,m
s316,9. How did the Coronavirus start?,Jett - How am I supposed to know that?,7,m
s316,10. If you had to wear protective clothing to help you what would it be?,Jett - Diamond armor,7,m
s316,11. Are you enjoying lockdown?,Jett - Not really,7,m
s316,12. Who is the governor?,Jett - I don’t know what a governor is.,7,m
s317,1. What is the Coronavirus?,A virus.,7,m
s317,2. Who is the president?,Donald Trump.,7,m
s317,3. How many days have we been in lockdown?,"I don’t know, a hundred?",7,m
s317,4. Do you want to go back to school/daycare?,"Not really, I like home schooling. But I miss my teachers.",7,m
s317,5. Who is the first person you are going to hug when lockdown is over?,"Nene! (Me too, girl!)",7,m
s317,6. Where is the first place you want to go?,The beach!,7,m
s317,7. What do you think we can do to get rid of the Coronavirus?,Don't go places.,7,m
s317,8. Are mommy and daddy good teachers?,Mommy is but Daddy doesn't even do anything. (),7,m
s317,9. How did the Coronavirus start?,In China.,7,m
s317,10. If you had to wear protective clothing to help you what would it be?,I don't know but I see people wearing mask and gloves.,7,m
s317,11. Are you enjoying the lockdown?,No. It's getting boring.,7,m
s317,12. What is the best thing about having to stay home?,"We play more, I'm outside and I see you and Kylo more. I'm not stuck in a classroom.",7,m
s318,1. What is the Coronavirus?,”This thing going on” (real Texan right here),7,m
s318,2. Who is the president, George Washington,7,m
s318,3. How many days have we been in lockdown," Forever, like 3 months",7,m
s318,4. Do you want to go back to school, NO!,7,m
s318,5. Who is the first person you are going to hug when lockdown is over, Andrew Hernandez,7,m
s318,6. Where is the first place you want to go, Buffalo Wild Wings,7,m
s318,7. What do you think we can do to get rid of the Coronavirus, Stay Home,7,m
s318,8. Are mommy and daddy good teachers, No,7,m
s318,9. How did the Coronavirus start, Cough,7,m
s318,10. If you had to wear protective clothing to help you what would it be, A Mask,7,m
s318,11. Are you enjoying the lockdown, YES!,7,m
s318,12. What is the best thing about having to stay at home, No homework no school,7,m
s319,1. What is the Coronavirus?,“It’s COVID-19-it’s a virus you should really stay away from”,7,m
s319,2. Who is the president?,“Donald Trump”,7,m
s319,3. How many days have we been in lockdown?,“This all started before spring break”,7,m
s319,4. Do you want to go back to school?,"“Since of COVID, no. But if it wasn’t here, yes.”",7,m
s319,5. Who is the first person you are going to hug when lockdown is over?,“Huntley” (Kayla Spurlock),7,m
s319,6. Where is the first place you want to go?,“Beba’s house. Then I would want to go to Huntley’s house”,7,m
s319,7. What do you think we can do to get rid of the Coronavirus?,“Wash our hands perfect. Take showers as much as we can and scrub our hands for 40 seconds””,7,m
s319,8. How is homeschooling?,“It’s amazing.”,7,m
s319,9. How did the Coronavirus start?,"“I think scientists were trying to make something cool, but it broke out of a little crack that no one could see and started spreading all over the world.”",7,m
s319,10. If you had to wear protective clothing to help you what would it be?,"“I would put on gloves, a mask, a germ suit if scientists create that, boots...that would be good. And metal socks.”",7,m
s319,11. Are you enjoying lock down?,“Pretty much. Sure. Kinda. Not really.”,7,m
s319,12. What else do you want to say about the Coronavirus?,“It’s totally bad. We should stay six feet away from each other. Be safe. Always watch out for cars and other bad things. Anything in the world could happen in life.”,7,m
s320,1. What is the Corona virus?,O: A deadly virus.,7,m
s320,2. Who is the prime minister?,O: Justin Trudeau,7,m
s320,3. How many days have we been in lockdown?,O: 32,7,m
s320,4. Do you want to go back to school?,O: No,7,m
s320,5. Who is the first person you are going to hug when lockdown is over?,O: Everyone (followed by my grandma and       papa),7,m
s320,6. Where is the first place you want to go?,O: Disney World,7,m
s320,7. What do you think we can do to get rid of the Corona virus?,O: Wash our hands,7,m
s320,8. Is mummy a good teacher?,O: mmm yea....(not so sure),7,m
s320,9. How did the Corona Virus start?,O: People not washing their hands,7,m
s320,10. If you had to wear protective clothing to help you what would it be?,O: A mask (indicates a full head and face mask),7,m
s320,11. Are you enjoying lockdown?,O: yes,7,m
s321,1. What is the Coronavirus?,“A disease”,7,f
s321,2. Who is the president?,“Ummmm Russel M Nelson”,7,f
s321,3. How many days have we been in lockdown?,“Ummm like does lockdown mean like um like um staying home? Umm maybe like 20”,7,f
s321,4. Do you want to go back to school?,“No”,7,f
s321,5. Who is the first person you are going to hug when lockdown is over?,“My teacher”,7,f
s321,6. Where is the first place you want to go?,“To my grandmas house”,7,f
s321,7. What do you think we can do to get rid of the Coronavirus?,“Ummm Oakley told me that if it’s REALLY hot then the coronavirus will stop”,7,f
s321,8. Is mommy a good teacher?,“Yes”,7,f
s321,9. How did the Coronavirus start?,“A bat was sick and someone ate the bat and then um the girl or boy that ate the bat went to different states and then it got everywhere”,7,f
s321,10. If you had to wear protective clothing to help you what would it be?,“A mask”,7,f
s321,11. Are you enjoying lockdown?,“No”,7,f
s322,1. What is the Corona virus?,We’re people get sick and die,7,f
s322,2. Who is the prime minister?,I don’t know said with disgust,7,f
s322,3. How many days have we been in lockdown?,50,7,f
s322,4. Do you want to go back to school/nursery?,Not really,7,f
s322,5. Who is the first person you are going to hug when lockdown is over?,Nobody,7,f
s322,6. Where is the first place you want to go after lockdown?,Nova Scotia,7,f
s322,7. What do you think we can do to get rid of the Corona virus?,Help people get better,7,f
s322,8. Are mommy and daddy good teachers?,Yes,7,f
s322,9. How did the Corona Virus start?,I don’t know why would I Know that,7,f
s322,10. If you had to wear protective clothing to help you what would it be?,My own clothes,7,f
s322,11. Are you enjoying lockdown?,No because I’m stuck at home with Kolton,7,f
s323,1. What is the Coronavirus?,A spy trying to kill people.,7,m
s323,2. Who is the president?,Trump,7,m
s323,3. How many days have we been in lockdown?,45,7,m
s323,4. Do you want to go to school?,No,7,m
s323,5. Who is the first person you are going to hug when lockdown is over?,One of my friends from school,7,m
s323,6. Where is the first place you want to go?,Urban Air,7,m
s323,7. What do you think we can do to get rid of the Coronavirus?,Wash our hands,7,m
s323,8. Is Momma a good teacher?,Kind of,7,m
s323,9. How did the coronavirus start?,It was flu season.,7,m
s323,10. Are you enjoying lockdown?,Yeah!  But not school.,7,m
s324,1. What is the Coronavirus?,Ry- what do you mean? Bad..,7,m
s324,2. Who is the president?,Ry- Donald Trump,7,m
s324,3. How many days have we been in lockdown?,Ry- 70 days,7,m
s324,4. Do you want to go back to school?,Ry- NO,7,m
s324,5. Who is the first person you are going to hug when lockdown is over?,Ry- you,7,m
s324,6. Where is the first place you want to go?,Ry- Alabama,7,m
s324,7. What do you think we can do to get rid of the Coronavirus?,Ry- nothing,7,m
s324,8. Is mommy a good teacher?,Ry- Yeah,7,m
s324,9. How did the Coronavirus start?,Ry- I don't know.,7,m
s324,10. If you had to wear protective clothing to help you what would it be?,Ry- Scuba diving suit,7,m
s324,11. Are you enjoying the lockdown?,Ry- Yes,7,m
s325,1. What is the Coronavirus?,D- A virus that can get you sick and make you die.,7,f
s325,2. Who is the president?,D- Donald trump,7,f
s325,3. How many days have we been in lock down?,D- 60?,7,f
s325,4. Do you want to go back to school?,D- yes I do,7,f
s325,5. Who is the first person you are going to hug when lockdown is over?,D- my friend Lainey,7,f
s325,6. Where is the first place you want to go?,B- I wish I could go to yummy,7,f
s325,7. What do you think we can do to make the coronavirus go away?,D- stay at home,7,f
s325,8. Is Mama a good teacher?,D- ish .....  see why I hated VL days,7,f
s325,9. How did the Coronavirus start?,D- A person brought it to America from China,7,f
s325,"10. If you had to wear protective clothing to help you, what would it be?",D- a bee suit,7,f
s325,11. Are you enjoying the lockdown?,D- no,7,f
s326,1. What is the Coronavirus?,It’s a thing where people get really sick and have to go to hospital and sometime dies,7,m
s326,2. Who is the president?,Depends on the country.,7,m
s326,3. How many days have we been in lockdown?,I don’t even know now.. since February,7,m
s326,4. Do you want to go back to school/daycare?,Uh huh.,7,m
s326,5. Who is the first person you are going to hug when lockdown is over?,Grandma and NONNA,7,m
s326,6. Where is the first place you want to go?,Disney World,7,m
s326,7. What do you think we can do to get rid of the Coronavirus?,By hand sanitizing and also,7,m
s326,8. Are mommy and daddy good teachers?,Yes. And Ava,7,m
s326,9. How did the Coronavirus start?,It’s just like a Flu,7,m
s326,10. If you had to wear protective clothing to help you what would it be?,Hazmat Suit,7,m
s326,11. Are you enjoying the lockdown?,No,7,m
s326,12. What is the best thing about having to stay home?,Being able to play outside when I want!,7,m
s327,1. What is the Coronavirus?,It’s  something that can make people really really sick and some actually die from it.,7,f
s327,3. How many days have we been in lockdown?,Don’t know,7,f
s327,4. Do you want to go back to school?,Yeah,7,f
s327,5. Who is the first person you are going to hug when lockdown is over?,Riley,7,f
s327,6. Where is the first place you want to go?,Mason Dixon Restaurant,7,f
s327,7. What do you think we can do to get rid of the Coronavirus?,Stay at home and clean all surfaces that you touch.,7,f
s327,8. Is mommy a good teacher?,Yes.,7,f
s327,9. How did the Coronavirus start?,By one person and then it spread,7,f
s327,10. If you had to wear protective clothing to help you what would it be?,Masks and gloves,7,f
s327,11. Are you enjoying lockdown?,Yeah,7,f
s328,1.What is the Coronavirus?,It is a virus that kills people,7,f
s328,3. How many days have we been on lockdown?,7 weeks,7,f
s328,4. Do you want to go back to school?,Yes and no,7,f
s328,5. Who is the first person you are going to hug when you get out of quarantine?,Suzy,7,f
s328,6. Where is the first place you want to go?,Bryce’s house,7,f
s328,7. What do you think we can do to get rid of the coronavirus ?,Stay in quarantine,7,f
s328,8. Is mommy a good teacher?,Yes,7,f
s328,9. How did the Coronavirus start?,Well - the corona virus starts with a person who had the corona virus in China,7,f
s328,10. If you had to wear protective clothing to help you what would it be?,A hazmat suit,7,f
s328,11. Are you enjoying lockdown?,Yes,7,f
s329,1. What is the Coronavirus?,Uhh a bad flu that infects people.,7,m
s329,3. How many days have we been in lockdown?,Like 3 months.,7,m
s329,4. Do you want to go back to school?,"With this corona virus? No. But after, YES!!!!",7,m
s329,5. Who is the first person you are going to hug when lockdown is over?,I’m me and Parker said we’re going to hug each other for 10 minutes (his best friend neighbor kid),7,m
s329,6. Where is the first place you want to go?,Uh... Sushi (my man!!!! ),7,m
s329,7. What do you think we can do to make the coronavirus go away?,Stay always 6 ft away.,7,m
s329,8. Is Mama a good teacher?,"You’re not one, but yeah. (Amen!! I didn’t go to school to be a teacher and don’t understand how they have so much patience!! I have SO MUCH  respect for them!!)",7,m
s329,9. How did the Coronavirus start?,Some scientist decided to see what a bat tastes like and then he died of an infection.,7,m
s329,"10. If you had to wear protective clothing to help you, what would it be?",A hazmat suit and mask and safety glasses.,7,m
s329,11. Are you enjoying the lockdown?,Sort of because I like to play video games but no because I want to play with Parker.,7,m
s329,12. What is the best thing about having to stay at home?,I like to play Sonic Forces on my tablet and I like to read sometimes and I like to play video games.,7,m
s330,1. What is the Coronavirus?,P: The Coronavirus is a something like what you can’t see your friends.,7,m
s330,2. Who is the president?,P: Donald Trump,7,m
s330,3. How many days have we been in lockdown?,P: I don’t know... like 50.,7,m
s330,4. Do you want to go back to school?,P: YEAH!,7,m
s330,5. Who is the first person you are going to hug?,"P: Bentley, a course!",7,m
s330,6. Where is the first place you want to go?,P: to a Big Bounce,7,m
s330,7. What do you think we can do to get rid of the Coronavirus?,P: We can help like solving problems. Um we can be patient and keep on learning to get smarter.,7,m
s330,8. Is mommy a good teacher?,P: yeah.,7,m
s330,9. How did the Coronavirus start?,P: Cause someone ate a bat,7,m
s330,10. If you had to wear protective clothing to help you what would it be?,P: pajamas,7,m
s330,11. Are you enjoying lockdown?,P: NOOO! Well kinda.,7,m
s331,1. What is the Coronavirus?,A virus that can make you sick.,7,m
s331,2. Who is the president?,I don’t know.,7,m
s331,3. How many days have we been social distancing?,For a long time. No years but 50 days.,7,m
s331,4. Do you want to go back to school?,Yes!,7,m
s331,5. Who is the first person you are going to hug when social distancing is over?,Ms Crystal. Crystal Abbott,7,m
s331,6. Where is the first place you want to go?,I want to go to one of your works. - mom or dads workplace.,7,m
s331,7. What do you think we can do to get rid of the Coronavirus?,Nothing. Make it a thousand degrees so it will die.,7,m
s331,8. Am I a good mom?,Yes. You’re the best mom!,7,m
s331,9. How did the Coronavirus start?,It started in China by something.,7,m
s331,"10. If you had to wear protective clothing to help you, what would it be?",A force field that does on over my clothes.,7,m
s331,11. Are you enjoying social distancing?,Not really. I miss school.,7,m
s332,1. What is the Coronavirus?,I don't know. A sickness,7,m
s332,3. How many days have we been in lockdown?,60 or 62,7,m
s332,5. Who is the first person you are going to hug when lockdown is over?,"Uhhhh, my aunt and my friends",7,m
s332,6. Where is the first place you want to go?,Chucky Cheese,7,m
s332,7. What do you think we can do to get rid of the Coronavirus?,Stay in the house and don't go out w more than 10 people,7,m
s332,8. Is mom a good teacher?,She's a pretty good teacher but she just works in the office,7,m
s332,9. How did the Coronavirus start?,I think someone far way ate a bat,7,m
s332,"10. If you had to wear protective clothing to help you, what would it be?",Idk. A mask,7,m
s332,11. Are you enjoying the lockdown?,No. I would rather go back to school,7,m
s332,12. What is your favorite thing we do at home?,Play video games,7,m
s333,1. What is the Coronavirus?,A flu,7,m
s333,2. Who is the president?,George Washington......,7,m
s333,3. How many days have we been in lockdown?,80,7,m
s333,4. Do you want to go back to school?,No,7,m
s333,5. Who is the first person you are going to hug when lockdown is over?,Josh,7,m
s333,6. Where is the first place you want to go?,Trampoline park,7,m
s333,7. What do you think we can do to get rid of the Coronavirus?,Send magic into the air to make it all disappear......sounds good to me,7,m
s333,8. Is mom a good teacher?,Yes,7,m
s333,9. How did the Coronavirus start?,"With the flu, then the flu got upgraded",7,m
s333,"10. If you had to wear protective clothing to help you, what would it be?",Bedrock.....minecraft,7,m
s333,12. What is your favorite thing we do at home?,Paint rocks,7,m
s334,1. What is the Coronavirus?,A really bad virus.,7,m
s334,3. How many days have we been in lockdown?,A couple weeks,7,m
s334,4. Do you want to go back to school?,Yes and no,7,m
s334,5. Who is the first person you are going to hug when the virus is over?,Too many people! But Monika for sure!,7,m
s334,6. Where is the first place you want to go?,"Magic House, zoo, dance, and Florida",7,m
s334,7. What do you think we can do to get rid of the virus?,Wash our hands more.,7,m
s334,8. Is mom a good teacher?,Yes!,7,m
s334,9. How did the Coronavirus start?,I don't know.,7,m
s334,10. If you had to wear protective clothing to help you what would it be?,"Winter clothes, gloves, and a scarf",7,m
s334,11. Are you enjoying the lockdown? (Time at home),"No, I miss school.",7,m
s334,12. What is your favorite thing about staying home?,"Nothing, I just miss school!",7,m
s335,1. What is the Coronavirus?,It is disease that makes you very sick and can kill you,7,m
s335,3. How many days have we been in lockdown (staying at home)?,2 months,7,m
s335,4. Do you want to go back to school?,Yes,7,m
s335,"5. Who is the first person you are going to hug when “all this is over""",Grandma,7,m
s335,6. Where is the first place you want to go?,To all my families houses,7,m
s335,7. What do you think we can do to get rid of the Coronavirus?,Stick together and make sure we don't get sick,7,m
s335,9. How did the Coronavirus start?,Another state passed it out to the Americans,7,m
s335,"10. If you had to wear protective clothing to help you, what would it be?","A mask, gloves and a coat",7,m
s335,11. Are you enjoying the lockdown?,Kind of and kind of not,7,m
s336,1. What is the Coronavirus?,A virus.,7,f
s336,2. Who is the president?,I don't know...is it Donald Trump?,7,f
s336,3. How many days have we been in lockdown?,Maybe a million...maybe.,7,f
s336,4. Do you want to go back to school?,"Mmm...kinda, I wanna see my friends.",7,f
s336,5. Who is the first person you are going to hug when lockdown is over?,My friend Parker,7,f
s336,6. Where is the first place you want to go?,The park because it's gonna be fun.,7,f
s336,7. What do you think we can do to get rid of the Corona Virus?,(She thought about this for a long time),7,f
s336,8. Is mom a good teacher?,Yes,7,f
s336,9. How did the Coronavirus start?,I don't know but it stared at China.,7,f
s336,10. If you had to wear protective clothing to help you what would it be?,Mask,7,f
s336,11. Are you enjoying the lockdown?,No...not that much.,7,f
s337,1. What is the Coronavirus, A virus that can kill people,7,m
s337,2. Who is the president, President Trump,7,m
s337,3. How many days have we been in lockdown?,14,7,m
s337,4. Do you want to go back to school, No,7,m
s337,5. Who is the first person you are going to hug when lockdown is over, Finn,7,m
s337,6. Where is the first place you want to go, Disney land,7,m
s337,7. What do you think we can do to get rid of the Coronavirus, Waah our hands and use soap,7,m
s337,8. Is mom/dad a good teacher, Not really,7,m
s337,9. How did the Coronavirus start, Bats in china,7,m
s337,10. If you had to wear protective clothing to help you what would it be, Armour,7,m
s337,11. Are you enjoying the lockdown, No,7,m
s338,1. What is the Coronavirus?,Virus  (she got really sad when I asked),7,f
s338,2. Who is the president?,Ben Franklin,7,f
s338,3. How many days have we been in lockdown (staying at home)?,84.... she’s actually not that far off,7,f
s338,4. Do you want to go back to pre-k?,Yes,7,f
s338,5. Who is the first person you are going to hug when “all this stuff” is over?,My best friend sky,7,f
s338,6. Where is the first place you want to go?,Dave and busters,7,f
s338,7. What do you think we can do to get rid of the Coronavirus?,Plant trees and make sure you wash yourself,7,f
s338,8. Is mommy a good teacher?,"She went really quiet, then laughed and gave a thumbs up",7,f
s338,9. How did the Coronavirus start?,Evil scientists,7,f
s338,10. If you had to wear protective clothing to help you what would it be?,A pink super hero suit,7,f
s338,11. Are you enjoying the lockdown?,No!,7,f
s339,1. What is the Corona virus?,F: A deadly virus,7,m
s339,2. Who is the president?,F: Donald Trump,7,m
s339,3. How many days have we been in lockdown?,F: 67,7,m
s339,4. Do you want to go back to school?,F: That’s a big yes.,7,m
s339,5. Who is the first person you are going to hug when lockdown is over?,F: Grammie,7,m
s339,6. Where is the first place you want to go?,F: Disneyland,7,m
s339,7. What do you think we can do to get rid of the Corona virus?,F: Uhhh...  Don’t touch your mucus membranes and sun.,7,m
s339,8. Is Momma a good teacher?,F: Yes.,7,m
s339,9. How did the Corona virus start?,F: China,7,m
s339,"10. If you had to wear protective clothing to help you, what would it be?",F: Stuffed Animals taped all over me.,7,m
s339,11. Are you enjoying the lockdown?,F: No.  Why would you ask that question?,7,m
s339,12. What is your favorite thing we do at home?,F: Snuggling.,7,m
s339,13. What is something you miss most since lockdown?,F:  My Friends and my Grammie,7,m
s339,14.  What is a big memory from the past couple of months?,F: Lots of school work.... and my new bike!,7,m
s340,1. What is the Coronavirus?,A virus,7,f
s340,3. How many days have we been in lockdown?,300 (it freakin feels like it),7,f
s340,4. Do you want to go back to school?,No,7,f
s340,5. Who is the first person you are going to hug when lockdown is over? I don’t know,NA,7,f
s340,6. Where is the first place you want to go?,Urban Air,7,f
s340,7. What do you think we can do to get rid of the Coronavirus?,Make a medicine or like a shot,7,f
s340,8. Is mom a good teacher?,No (thanks dude),7,f
s340,9. How did the Coronavirus start?,China,7,f
s340,10. Are you enjoying the lockdown?,NOt at all,7,f
s341,1. What is the Coronavirus?,It’s a really bad disease,7,f
s341,3. How many days have we been in lockdown?,40 something maybe 47,7,f
s341,4. Do you want to go back to school? ,Yes!,7,f
s341,5. Who is the first person you are going to hug when lockdown is over?,Mrs. Miller,7,f
s341,6. Where is the first place you want to go?,Florida to see Heather,7,f
s341,7. What do you think we can do to get rid of the Coronavirus?,Stay at home,7,f
s341,8. Is mom a good teacher?,Kind of,7,f
s341,9. How did the Coronavirus start?,Scientist mixed 2 diseases together and made it,7,f
s341,10. If you had to wear protective clothing to help you what would it be?,A mask,7,f
s341,11. Are you enjoying the lockdown?,No not really,7,f
s341,12. Are you scared of the Corona virus?,Kind of,7,f
s341,13. Do you think you could get the Corona virus?,No,7,f
s342,1. What is the Coronavirus?,A germ that can spread fastly in a day,7,f
s342,2. Who is the president?,President Trump,7,f
s342,3. How many days have we been in lockdown?,2 months,7,f
s342,4. Do you want to go back to school?,Yes because I miss my friends and my teachers,7,f
s342,5. Who is the first person you are going to hug when lockdown is over?,Mrs. Davis (her teacher),7,f
s342,6. Where is the first place you want to go?,Washington DC to see the memorials (I had suggested we go to DC for our April break this year),7,f
s342,7. What do you think we can do to get rid of the Coronavirus?,"Wash your hands well, keep your masks on, keep social distancing",7,f
s342,9. How did the Coronavirus start?,Chemicals?,7,f
s342,10. If you had to wear protective clothing to help you what would it be?,The things doctors wear,7,f
s342,11. Are you enjoying the lockdown?,Yes because I get to stay with my family,7,f
s343,1. What is the Coronavirus?,A virus,7,m
s343,3. How many days have we been in lockdown?,I feel like 6 years,7,m
s343,4. Do you want to go back to school?,Maybe,7,m
s343,5. Who is the first person you are going to hug when the virus is over?,Ms. Jill Lindstrom,7,m
s343,6. Where is the first place you want to go?,Baseball practice,7,m
s343,7. What do you think we can do to get rid of the virus?,Idk,7,m
s343,8. Is Mom a good teacher?,"I’m not trying to be rude, but no!  . (He’s right)",7,m
s343,9. How did the Coronavirus get started?,Florida,7,m
